date,equity
2020-01-02,1.0
2020-01-03,1.0
2020-01-05,1.0
2020-01-06,1.0
2020-01-07,1.0
2020-01-08,1.0
2020-01-09,1.0
2020-01-10,1.0
2020-01-12,1.0
2020-01-13,1.0
2020-01-14,1.0
2020-01-15,1.0
2020-01-16,1.0
2020-01-17,1.0
2020-01-19,1.0
2020-01-20,1.0
2020-01-21,1.0
2020-01-22,1.0
2020-01-23,1.0
2020-01-24,1.0
2020-01-26,1.0
2020-01-27,1.0
2020-01-28,1.0
2020-01-29,1.0
2020-01-30,1.0
2020-01-31,1.0
2020-02-02,1.0
2020-02-03,1.0
2020-02-04,1.0
2020-02-05,1.0
2020-02-06,1.0
2020-02-07,1.0
2020-02-09,1.0
2020-02-10,1.0
2020-02-11,1.0
2020-02-12,1.0
2020-02-13,1.0
2020-02-14,1.0
2020-02-16,1.0
2020-02-17,1.0
2020-02-18,1.0
2020-02-19,1.0
2020-02-20,1.0
2020-02-21,1.0
2020-02-23,1.0
2020-02-24,1.0
2020-02-25,1.0
2020-02-26,1.0
2020-02-27,1.0
2020-02-28,1.0
2020-03-01,1.0
2020-03-02,1.0
2020-03-03,1.0
2020-03-04,1.0
2020-03-05,1.0
2020-03-06,1.0
2020-03-08,1.0
2020-03-09,1.0
2020-03-10,1.0
2020-03-11,1.0
2020-03-12,1.0
2020-03-13,1.0
2020-03-15,1.0
2020-03-16,1.0
2020-03-17,1.0
2020-03-18,1.0
2020-03-19,1.0
2020-03-20,0.9778682833557221
2020-03-22,0.9273956200816923
2020-03-23,0.9421901453025435
2020-03-24,0.9688792588101762
2020-03-25,0.9709930554219736
2020-03-26,0.9839583619204652
2020-03-27,0.9784724331528807
2020-03-29,0.9654986550445734
2020-03-30,0.9824176105826454
2020-03-31,0.965609183694518
2020-04-01,0.9592100881084971
2020-04-02,0.9739507339683402
2020-04-03,0.9731248391292295
2020-04-05,0.970640941490552
2020-04-06,0.978653979452369
2020-04-07,0.9919830976442725
2020-04-08,1.0077747309918126
2020-04-09,1.0022519761605249
2020-04-10,1.0120268036400983
2020-04-12,1.0115745668524134
