,risk_scalar_applied
2021-10-15,0.9996443700212424
2021-10-22,0.9999367055042688
2021-10-29,0.9999887349396024
2021-11-05,0.999997995061272
2021-11-12,0.9999996431639812
2021-11-19,0.9999999364908552
2021-11-26,0.9999999886967368
2021-12-03,0.885595701113262
2021-12-10,0.9588743325467696
2021-12-17,0.9926805147525868
2021-12-24,0.9986972888805264
2021-12-31,0.999768145408668
2022-01-07,0.999958734863994
2022-01-14,0.9999926556923466
2022-01-21,0.9999986928710256
2022-01-28,0.9999997673591254
2022-02-04,0.9999999585949224
2022-02-11,0.9999999926307858
2022-02-18,0.999999998688438
2022-02-25,0.9999999997665702
2022-03-04,0.9999999999584545
2022-03-11,0.9999999999926056
2022-03-18,0.897460937498684
2022-03-25,0.8584470272061868
2022-04-01,0.8515033893636011
2022-04-08,0.8502675710073403
2022-04-15,0.8500476218907108
2022-04-22,0.8500084756734201
2022-04-29,0.8500015084877743
2022-05-06,0.850000268478415
2022-05-13,0.8500000477833899
2022-05-20,0.8500000085044168
2022-05-27,0.8500000015136036
2022-06-03,0.9644042971443888
2022-06-10,0.9936647296431298
2022-06-17,0.9988724579858012
2022-06-24,0.999799321746008
2022-07-01,0.9999642835822364
2022-07-08,0.999993643244983
2022-07-15,0.999998868634178
2022-07-22,0.9999997986411904
2022-07-29,0.999999964162458
2022-08-05,0.9999999936216876
2022-08-12,0.9999999988647974
2022-08-19,0.8855957029229584
2022-08-26,0.8563352703688567
2022-09-02,0.8511275420163322
2022-09-09,0.9527397407543716
2022-09-16,0.9915886892114104
2022-09-23,0.9985029673913864
2022-09-30,0.9997335603584768
2022-10-07,0.999952579468098
2022-10-14,0.999991560164122
2022-10-21,0.9999984978905384
2022-10-28,0.9999997326567877
2022-11-04,0.876696729762402
2022-11-11,0.723501444335154
2022-11-18,0.5808795295215643
2022-11-25,0.7523708928274464
2022-12-02,0.8903023390798849
2022-12-09,0.8571729504856535
2022-12-16,0.9745798537363384
2022-12-23,0.9954757601010232
2022-12-30,0.9991947824984488
2023-01-06,0.9998089181124248
2023-01-13,0.9999546553723822
2023-01-20,0.999991929630485
2023-01-27,0.9999985636476132
2023-02-03,0.9999997443601344
2023-02-10,0.9999999545015962
2023-02-17,0.9999999919022616
2023-02-24,0.8855957016837767
2023-03-03,0.979638492804559
2023-03-10,0.9963760891734676
2023-03-17,0.9993550217303364
2023-03-24,0.9623852077249548
2023-03-31,0.8700021524490948
2023-04-07,0.8535599534021949
2023-04-14,0.8881335952222168
2023-04-21,0.9800901833293448
2023-04-28,0.9964564803825908
2023-05-05,0.9993693296384054
2023-05-12,0.9998877542251948
2023-05-19,0.9999800226636152
2023-05-26,0.999996444463324
2023-06-02,0.99999936719086
2023-06-09,0.9343748873735686
2023-06-16,0.8650169172107743
2023-06-23,0.8526726886344372
2023-06-30,0.850475681155885
2023-07-07,0.8500846610260352
2023-07-14,0.9733182904999952
2023-07-21,0.9577512289488518
2023-07-28,0.8691774037850862
2023-08-04,0.8534131658592109
2023-08-11,0.8881074701932044
2023-08-18,0.9800855336354604
2023-08-25,0.9964556528369752
2023-09-01,0.9993691823530652
2023-09-08,0.9998877280115686
2023-09-15,0.9999800179981526
2023-09-22,0.999996443632972
2023-09-29,0.9999993670430752
2023-10-06,0.999999887347266
2023-10-13,0.9999999799502336
2023-10-20,0.9999999964315724
2023-10-27,0.9343749993648964
2023-11-03,0.8650169371428247
2023-11-10,0.975975914838164
2023-11-17,0.995724228983648
2023-11-24,0.9992390046213572
2023-12-01,0.9998645591721116
2023-12-08,0.9999758944424976
2023-12-15,0.8855914128536575
2023-12-22,0.9421377294849403
2023-12-29,0.8663985363267875
2024-01-05,0.9195164495384858
2024-01-12,0.8783618137088399
2024-01-19,0.9694520903793322
2024-01-26,0.994563128390267
2024-02-02,0.999032353661256
2024-02-09,0.9998277797409804
2024-02-16,0.9999693484939391
2024-02-23,0.9999945446904496
2024-03-01,0.962499029072104
2024-03-08,0.9356474102035068
2024-03-15,0.9885466215913956
2024-03-22,0.9979615447119452
2024-03-29,0.999637198753664
2024-04-05,0.9999354291727104
2024-04-12,0.9999885077800064
2024-04-19,0.9999979546317442
2024-04-26,0.999999635968394
2024-05-03,0.9999999352101951
2024-05-10,0.9999999884688068
2024-05-17,0.9999999979476952
2024-05-24,0.9999999996347338
2024-05-31,0.9132812499349906
2024-06-07,0.8612627029303244
2024-06-14,0.9664088160244644
2024-06-21,0.994021490937948
2024-06-28,0.9989359538314854
2024-07-05,0.9341856226423711
2024-07-12,0.9306082321548556
2024-07-19,0.8851106936623266
2024-07-26,0.970653246015585
2024-08-02,0.9947769082874416
2024-08-09,0.9123516518900258
2024-08-16,0.9636363169501536
2024-08-23,0.9560280456681304
2024-08-30,0.8688707141826336
2024-09-06,0.9189835816990088
2024-09-13,0.9855808181295356
2024-09-20,0.9974336954141678
2024-09-27,0.999543252919172
2024-10-04,0.9999187088325382
2024-10-11,0.9999855319186816
2024-10-18,0.9999974249923632
2024-10-25,0.9999995417039632
2024-11-01,0.9999999184331516
2024-11-08,0.9999999854828534
2024-11-15,0.9343749974162598
2024-11-22,0.8650169367960092
2024-11-29,0.8526726921201883
2024-12-06,0.8504756817762739
2024-12-13,0.973387883792701
2024-12-20,0.9952636150597848
2024-12-27,0.999157025238912
2025-01-03,0.9998499686033122
2025-01-10,0.9999732976347204
2025-01-17,0.999995247552664
2025-01-24,0.9999991541664776
2025-01-31,0.9999998494598052
2025-02-07,0.9999999732070796
2025-02-14,0.9999999952314358
2025-02-21,0.999999999151298
2025-02-28,0.9999999998489492
2025-03-07,0.9999999999731162
2025-03-14,0.9999999999952152
2025-03-21,0.9624999999991484
2025-03-28,0.870022583007661
